department_id_1,department_name_1,department_id_2,department_name_2,course_similarity_weighted,course_similarity_binary,score_median_1,score_median_2,score_difference_median
D02,국어국문학과,D06,산업공학과,0.5788287614163061,0.5659164584181102,3.705,3.05,0.6550000000000002
D05,화학과,D18,디자인학과,0.5770522819340648,0.5465943944999485,3.04,4.12,1.08
D02,국어국문학과,D10,수학과,0.5752739964053402,0.5445811486371711,3.705,3.375,0.33000000000000007
D07,신소재공학과,D08,조선해양공학과,0.5698028822981897,0.5819143739626461,2.535,6.93,4.395
D11,경영학과,D20,간호학과,0.5690818322672593,0.5883484054145524,2.5,2.25,0.25
D01,건축학과,D06,산업공학과,0.566946709513841,0.566946709513841,2.86,3.05,0.18999999999999995
D03,심리학과,D15,생명과학과,0.5611425419454068,0.5619514869490168,2.635,3.33,0.6950000000000003
D01,건축학과,D08,조선해양공학과,0.5592589407158038,0.566946709513841,2.86,6.93,4.07
D07,신소재공학과,D13,사회학과,0.5582905262390825,0.5582905262390825,2.535,3.19,0.6549999999999998
D03,심리학과,D06,산업공학과,0.557773351022717,0.5353033790313109,2.635,3.05,0.41500000000000004
D02,국어국문학과,D15,생명과학과,0.557006651896017,0.5445811486371711,3.705,3.33,0.375
D05,화학과,D08,조선해양공학과,0.5515602026613539,0.5132002392796672,3.04,6.93,3.8899999999999997
D21,전기전자공학과,D22,사학과,0.5460817211767901,0.5128225940683709,3.04,3.5,0.45999999999999996
D06,산업공학과,D16,미디어커뮤니케이션학과,0.5443310539518175,0.5443310539518175,3.05,2.685,0.36499999999999977
D03,심리학과,D23,응용통계학과,0.5352643613280605,0.5407380704358754,2.635,3.13,0.4950000000000001
D16,미디어커뮤니케이션학과,D23,응용통계학과,0.5292377467571572,0.5292377467571572,2.685,3.13,0.44499999999999984
D08,조선해양공학과,D11,경영학과,0.5275349613399973,0.5229763603684909,6.93,2.5,4.43
D01,건축학과,D22,사학과,0.5191741316511654,0.5050762722761055,2.86,3.5,0.6400000000000001
D19,식품영양학과,D22,사학과,0.5155498351135845,0.5015503913178176,3.22,3.5,0.2799999999999998
D02,국어국문학과,D20,간호학과,0.5081926534434275,0.48507125007266605,3.705,2.25,1.455
D08,조선해양공학과,D19,식품영양학과,0.5081678060484395,0.48653363279984113,6.93,3.22,3.7099999999999995
D13,사회학과,D23,응용통계학과,0.5025189076296062,0.5025189076296062,3.19,3.13,0.06000000000000005
D06,산업공학과,D13,사회학과,0.4974683381630911,0.4974683381630911,3.05,3.19,0.14000000000000012
D18,디자인학과,D19,식품영양학과,0.49713135899949684,0.48454371185234896,4.12,3.22,0.8999999999999999
D03,심리학과,D17,화학공학과,0.49555850440943583,0.5006261743217589,2.635,2.4450000000000003,0.1899999999999995
D03,심리학과,D20,간호학과,0.48970669422627205,0.45883146774112366,2.635,2.25,0.3849999999999998
D02,국어국문학과,D17,화학공학과,0.48719876576468996,0.4763305116224668,3.705,2.4450000000000003,1.2599999999999998
D22,사학과,D24,컴퓨터공학과,0.4770494705871899,0.41833001326703795,3.5,2.92,0.5800000000000001
D02,국어국문학과,D23,응용통계학과,0.46776427696374906,0.4573295603800237,3.705,3.13,0.5750000000000002
D14,경제학과,D22,사학과,0.4664076232569388,0.41833001326703795,3.495,3.5,0.004999999999999893
D10,수학과,D22,사학과,0.46333039228060763,0.43643578047198506,3.375,3.5,0.125
D14,경제학과,D18,디자인학과,0.44974479634226483,0.40414518843273806,3.495,4.12,0.625
D03,심리학과,D07,신소재공학과,0.44339445131370575,0.450563556889583,2.635,2.535,0.09999999999999964
D15,생명과학과,D18,디자인학과,0.4325904563487003,0.4216370213557842,3.33,4.12,0.79
D12,약학과,D22,사학과,0.4300065817837659,0.41833001326703795,1.23,3.5,2.27
D09,의예과,D22,사학과,0.4300065817837659,0.41833001326703795,1.15,3.5,2.35
D18,디자인학과,D24,컴퓨터공학과,0.4271488503447916,0.40414518843273806,4.12,2.92,1.2000000000000002
D04,기계공학과,D22,사학과,0.41964345453112645,0.408248290463863,3.1399999999999997,3.5,0.3600000000000003
D09,의예과,D18,디자인학과,0.4146442144313647,0.40414518843273806,1.15,4.12,2.97
D12,약학과,D18,디자인학과,0.4146442144313647,0.40414518843273806,1.23,4.12,2.89
D18,디자인학과,D21,전기전자공학과,0.4095563626733777,0.38533731779422625,4.12,3.04,1.08
D04,기계공학과,D18,디자인학과,0.4046513191112559,0.3944053188733077,3.1399999999999997,4.12,0.9800000000000004
D15,생명과학과,D22,사학과,0.3925405078644313,0.3818813079129869,3.33,3.5,0.16999999999999993
D10,수학과,D18,디자인학과,0.3909303144055826,0.36893239368631114,3.375,4.12,0.7450000000000001
