department_id_1,department_name_1,department_id_2,department_name_2,course_similarity_refined_weighted,course_similarity_refined_binary,score_median_1,score_median_2,score_difference_median
D19,식품영양학과,D23,응용통계학과,0.669438681395203,0.669438681395203,3.65,2.73,0.9199999999999999
D19,식품영양학과,D24,컴퓨터공학과,0.6675919504799912,0.669438681395203,3.65,3.145,0.5049999999999999
D11,경영학과,D19,식품영양학과,0.6672006408545298,0.6686478498357317,3.2,3.65,0.44999999999999973
D09,의예과,D23,응용통계학과,0.6666666666666669,0.6666666666666669,1.28,2.73,1.45
D12,약학과,D23,응용통계학과,0.6666666666666669,0.6666666666666669,1.32,2.73,1.41
D19,식품영양학과,D21,전기전자공학과,0.6585527740981748,0.6859943405700356,3.65,3.335,0.31499999999999995
D01,건축학과,D13,사회학과,0.6574382586514258,0.6574382586514258,3.1005000000000003,2.7649999999999997,0.3355000000000006
D20,간호학과,D23,응용통계학과,0.654330305081576,0.670820393249937,2.56155,2.73,0.16845
D09,의예과,D24,컴퓨터공학과,0.654330305081576,0.6666666666666669,1.28,3.145,1.865
D12,약학과,D24,컴퓨터공학과,0.654330305081576,0.6666666666666669,1.32,3.145,1.825
D11,경영학과,D22,사학과,0.6504436355879909,0.6546536707079769,3.2,3.5,0.2999999999999998
D03,심리학과,D14,경제학과,0.6414269805898187,0.6060915267313267,3.25,2.93,0.31999999999999984
D15,생명과학과,D16,미디어커뮤니케이션학과,0.6372659274182273,0.6508140266182866,3.395,2.77,0.625
D06,산업공학과,D23,응용통계학과,0.632455532033676,0.632455532033676,3.05,2.73,0.31999999999999984
D06,산업공학과,D12,약학과,0.632455532033676,0.632455532033676,3.05,1.32,1.7299999999999998
D06,산업공학과,D09,의예과,0.632455532033676,0.632455532033676,3.05,1.28,1.7699999999999998
D20,간호학과,D24,컴퓨터공학과,0.6222222222222222,0.670820393249937,2.56155,3.145,0.58345
D06,산업공학과,D21,전기전자공학과,0.6221710168382554,0.5940885257860047,3.05,3.335,0.28500000000000014
D13,사회학과,D15,생명과학과,0.6198132639817396,0.6351073488299557,2.7649999999999997,3.395,0.6300000000000003
D11,경영학과,D12,약학과,0.6139406135149205,0.619779786800912,3.2,1.32,1.8800000000000001
D09,의예과,D11,경영학과,0.6139406135149205,0.619779786800912,1.28,3.2,1.9200000000000002
D04,기계공학과,D06,산업공학과,0.6123724356957946,0.6123724356957946,3.2,3.05,0.15000000000000036
D03,심리학과,D21,전기전자공학과,0.610658026891035,0.583383351196948,3.25,3.335,0.08499999999999996
D14,경제학과,D16,미디어커뮤니케이션학과,0.6069769786668843,0.6069769786668843,2.93,2.77,0.16000000000000014
D06,산업공학과,D10,수학과,0.6030226891555274,0.5773502691896258,3.05,2.665,0.3849999999999998
D18,디자인학과,D22,사학과,0.6009819973837496,0.632455532033676,3.705,3.5,0.20500000000000007
D11,경영학과,D14,경제학과,0.5991446895152782,0.5773502691896258,3.2,2.93,0.27
D06,산업공학과,D17,화학공학과,0.5940885257860047,0.5940885257860047,3.05,2.54,0.5099999999999998
D12,약학과,D16,미디어커뮤니케이션학과,0.5923488777590925,0.5923488777590925,1.32,2.77,1.45
D09,의예과,D16,미디어커뮤니케이션학과,0.5923488777590925,0.5923488777590925,1.28,2.77,1.49
D12,약학과,D21,전기전자공학과,0.5902432522055578,0.6262242910851497,1.32,3.335,2.0149999999999997
D09,의예과,D21,전기전자공학과,0.5902432522055578,0.6262242910851497,1.28,3.335,2.0549999999999997
D14,경제학과,D23,응용통계학과,0.58554004376912,0.58554004376912,2.93,2.73,0.20000000000000018
D08,조선해양공학과,D24,컴퓨터공학과,0.58554004376912,0.52704627669473,4.25,3.145,1.105
D16,미디어커뮤니케이션학과,D21,전기전자공학과,0.5827165467480654,0.5564148840746573,2.77,3.335,0.565
D16,미디어커뮤니케이션학과,D24,컴퓨터공학과,0.5813877328482542,0.5331139899831833,2.77,3.145,0.375
D07,신소재공학과,D16,미디어커뮤니케이션학과,0.5789473684210531,0.5789473684210531,2.84,2.77,0.06999999999999984
D06,산업공학과,D19,식품영양학과,0.5773502691896258,0.5773502691896258,3.05,3.65,0.6000000000000001
D20,간호학과,D21,전기전자공학과,0.5679618342470649,0.6301260378126046,2.56155,3.335,0.77345
D04,기계공학과,D14,경제학과,0.566946709513841,0.566946709513841,3.2,2.93,0.27
D16,미디어커뮤니케이션학과,D18,디자인학과,0.5657357148035358,0.5803810000880096,2.77,3.705,0.935
D10,수학과,D16,미디어커뮤니케이션학과,0.5647824947249054,0.594811877479463,2.665,2.77,0.10499999999999998
D09,의예과,D13,사회학과,0.5636018619766346,0.5636018619766346,1.28,2.7649999999999997,1.4849999999999997
D12,약학과,D13,사회학과,0.5636018619766346,0.5636018619766346,1.32,2.7649999999999997,1.4449999999999996
D02,국어국문학과,D14,경제학과,0.5634361698190112,0.5455447255899811,2.96,2.93,0.029999999999999805
D14,경제학과,D20,간호학과,0.5634361698190112,0.5455447255899811,2.93,2.56155,0.36845000000000017
D08,조선해양공학과,D12,약학과,0.5634361698190111,0.52704627669473,4.25,1.32,2.9299999999999997
D08,조선해양공학과,D09,의예과,0.5634361698190111,0.52704627669473,4.25,1.28,2.9699999999999998
D08,조선해양공학과,D23,응용통계학과,0.5634361698190111,0.52704627669473,4.25,2.73,1.52
D02,국어국문학과,D19,식품영양학과,0.5621826951410452,0.5443310539518175,2.96,3.65,0.69
D06,산업공학과,D07,신소재공학과,0.5619514869490166,0.5619514869490166,3.05,2.84,0.20999999999999996
D01,건축학과,D03,심리학과,0.5602794333886093,0.5572782125753529,3.1005000000000003,3.25,0.14949999999999974
D01,건축학과,D02,국어국문학과,0.5595028849441884,0.5417363388859615,3.1005000000000003,2.96,0.1405000000000003
D10,수학과,D14,경제학과,0.5582905262390827,0.5345224838248489,2.665,2.93,0.2650000000000001
D13,사회학과,D18,디자인학과,0.55821655598023,0.5368754921931594,2.7649999999999997,3.705,0.9400000000000004
D16,미디어커뮤니케이션학과,D17,화학공학과,0.5564148840746573,0.5564148840746573,2.77,2.54,0.22999999999999998
D07,신소재공학과,D13,사회학과,0.5564148840746573,0.5564148840746573,2.84,2.7649999999999997,0.07500000000000018
D06,산업공학과,D11,경영학과,0.5547001962252291,0.5345224838248488,3.05,3.2,0.15000000000000036
D13,사회학과,D21,전기전자공학과,0.5544369932703278,0.5294117647058824,2.7649999999999997,3.335,0.5700000000000003
D08,조선해양공학과,D21,전기전자공학과,0.5542739954736934,0.4950737714883372,4.25,3.335,0.915
D07,신소재공학과,D08,조선해양공학과,0.5506887917539349,0.5619514869490166,2.84,4.25,1.4100000000000001
D13,사회학과,D14,경제학과,0.5500190982169268,0.5500190982169268,2.7649999999999997,2.93,0.16500000000000048
D03,심리학과,D24,컴퓨터공학과,0.5481281277625192,0.4830458915396481,3.25,3.145,0.10499999999999998
D16,미디어커뮤니케이션학과,D20,간호학과,0.5471884544454156,0.5298129428260178,2.77,2.56155,0.20845000000000002
D14,경제학과,D15,생명과학과,0.5459486832355506,0.5773502691896258,2.93,3.395,0.46499999999999986
D04,기계공학과,D08,조선해양공학과,0.545544725589981,0.5103103630798288,3.2,4.25,1.0499999999999998
D06,산업공학과,D15,생명과학과,0.5443310539518175,0.5345224838248488,3.05,3.395,0.3450000000000002
D13,사회학과,D24,컴퓨터공학과,0.5423261445466404,0.5009794328681196,2.7649999999999997,3.145,0.38000000000000034
D10,수학과,D13,사회학과,0.537373290623879,0.5716619504750297,2.665,2.7649999999999997,0.09999999999999964
D08,조선해양공학과,D10,수학과,0.5372153093502536,0.48112522432468824,4.25,2.665,1.585
D06,산업공학과,D08,조선해양공학과,0.5345224838248489,0.5000000000000001,3.05,4.25,1.2000000000000002
D08,조선해양공학과,D15,생명과학과,0.5334215094657592,0.5345224838248488,4.25,3.395,0.855
D03,심리학과,D19,식품영양학과,0.5333333333333335,0.5039526306789698,3.25,3.65,0.3999999999999999
D02,국어국문학과,D24,컴퓨터공학과,0.5333333333333333,0.4472135954999581,2.96,3.145,0.18500000000000005
D02,국어국문학과,D21,전기전자공학과,0.5300977119639273,0.49009802940980357,2.96,3.335,0.375
D13,사회학과,D17,화학공학과,0.5294117647058824,0.5294117647058824,2.7649999999999997,2.54,0.22499999999999964
D08,조선해양공학과,D17,화학공학과,0.5292561240249631,0.4950737714883372,4.25,2.54,1.71
D07,신소재공학과,D14,경제학과,0.5202659817144722,0.5202659817144722,2.84,2.93,0.0900000000000003
D04,기계공학과,D16,미디어커뮤니케이션학과,0.5161854012087641,0.5161854012087641,3.2,2.77,0.43000000000000016
D02,국어국문학과,D18,디자인학과,0.5146502354656655,0.5477225575051663,2.96,3.705,0.7450000000000001
D01,건축학과,D06,산업공학과,0.5107539184552493,0.5107539184552493,3.1005000000000003,3.05,0.05050000000000043
D05,화학과,D06,산업공학과,0.5107539184552493,0.5107539184552493,2.7085,3.05,0.3414999999999999
D05,화학과,D22,사학과,0.5081678060484395,0.48653363279984113,2.7085,3.5,0.7915000000000001
D13,사회학과,D20,간호학과,0.5061710682435311,0.49009802940980357,2.7649999999999997,2.56155,0.2034499999999997
D03,심리학과,D15,생명과학과,0.5028314888437672,0.5248906591678238,3.25,3.395,0.14500000000000002
D01,건축학과,D08,조선해양공학과,0.5005173307126193,0.5107539184552493,3.1005000000000003,4.25,1.1494999999999997
D03,심리학과,D18,디자인학과,0.4882400827240411,0.5070925528371102,3.25,3.705,0.45500000000000007
D09,의예과,D14,경제학과,0.4879500364742667,0.4879500364742667,1.28,2.93,1.6500000000000001
D12,약학과,D14,경제학과,0.4879500364742667,0.4879500364742667,1.32,2.93,1.61
D02,국어국문학과,D06,산업공학과,0.4868644955601477,0.4714045207910318,2.96,3.05,0.08999999999999986
D04,기계공학과,D13,사회학과,0.48507125007266605,0.48507125007266605,3.2,2.7649999999999997,0.4350000000000005
D01,건축학과,D18,디자인학과,0.47991381913374276,0.461566331377051,3.1005000000000003,3.705,0.6044999999999998
D03,심리학과,D09,의예과,0.47469288317114416,0.4830458915396481,3.25,1.28,1.97
D03,심리학과,D23,응용통계학과,0.47469288317114416,0.4830458915396481,3.25,2.73,0.52
D03,심리학과,D12,약학과,0.47469288317114416,0.4830458915396481,3.25,1.32,1.93
D16,미디어커뮤니케이션학과,D23,응용통계학과,0.47387910220727403,0.47387910220727403,2.77,2.73,0.040000000000000036
D05,화학과,D14,경제학과,0.47286624374346053,0.47286624374346053,2.7085,2.93,0.22150000000000025
D01,건축학과,D14,경제학과,0.47286624374346053,0.47286624374346053,3.1005000000000003,2.93,0.1705000000000001
D11,경영학과,D20,간호학과,0.4726117046390444,0.5039526306789696,3.2,2.56155,0.6384500000000002
D06,산업공학과,D16,미디어커뮤니케이션학과,0.4682929057908472,0.4682929057908472,3.05,2.77,0.2799999999999998
D11,경영학과,D18,디자인학과,0.4653629944062124,0.483045891539648,3.2,3.705,0.5049999999999999
D02,국어국문학과,D15,생명과학과,0.4637770619999564,0.4409585518440983,2.96,3.395,0.43500000000000005
D03,심리학과,D06,산업공학과,0.46188021535170076,0.43643578047198495,3.25,3.05,0.20000000000000018
D02,국어국문학과,D09,의예과,0.4618802153517007,0.4472135954999581,2.96,1.28,1.68
D02,국어국문학과,D12,약학과,0.4618802153517007,0.4472135954999581,2.96,1.32,1.64
D03,심리학과,D04,기계공학과,0.45961940777125604,0.46770717334674283,3.25,3.2,0.04999999999999982
D14,경제학과,D17,화학공학과,0.45834924851410574,0.45834924851410574,2.93,2.54,0.3900000000000001
D08,조선해양공학과,D20,간호학과,0.45542003404264886,0.4714045207910318,4.25,2.56155,1.68845
D05,화학과,D08,조선해양공학과,0.4550157551932902,0.4256282653793744,2.7085,4.25,1.5415
D03,심리학과,D10,수학과,0.45260190548481455,0.4409585518440986,3.25,2.665,0.585
D02,국어국문학과,D04,기계공학과,0.4472135954999579,0.43301270189221935,2.96,3.2,0.2400000000000002
D14,경제학과,D19,식품영양학과,0.4454354031873741,0.4454354031873741,2.93,3.65,0.7199999999999998
D08,조선해양공학과,D11,경영학과,0.4447495899966607,0.44543540318737396,4.25,3.2,1.0499999999999998
D13,사회학과,D23,응용통계학과,0.4383570037596047,0.4383570037596047,2.7649999999999997,2.73,0.0349999999999997
D03,심리학과,D07,신소재공학과,0.42177569493998285,0.42919753763947627,3.25,2.84,0.41000000000000014
D08,조선해양공학과,D19,식품영양학과,0.41147559989891186,0.3849001794597506,4.25,3.65,0.6000000000000001
D05,화학과,D18,디자인학과,0.41135470211463665,0.3956282840374723,2.7085,3.705,0.9965000000000002
D06,산업공학과,D13,사회학과,0.39605901719066977,0.39605901719066977,3.05,2.7649999999999997,0.28500000000000014
D02,국어국문학과,D23,응용통계학과,0.3849001794597506,0.37267799624996506,2.96,2.73,0.22999999999999998
D03,심리학과,D17,화학공학과,0.3772968873135195,0.38892223413129867,3.25,2.54,0.71
D02,국어국문학과,D10,수학과,0.3669879217087869,0.3402069087198859,2.96,2.665,0.29499999999999993
D01,건축학과,D22,사학과,0.36297700432031393,0.34752402342845795,3.1005000000000003,3.5,0.39949999999999974
D02,국어국문학과,D17,화학공학과,0.3615507630310936,0.3500700210070025,2.96,2.54,0.41999999999999993
D02,국어국문학과,D20,간호학과,0.35555555555555557,0.3333333333333334,2.96,2.56155,0.39844999999999997
D21,전기전자공학과,D22,사학과,0.3537261506283056,0.32338083338177726,3.335,3.5,0.16500000000000004
D02,국어국문학과,D07,신소재공학과,0.3419927840283848,0.3311330892662611,2.96,2.84,0.1200000000000001
D03,심리학과,D20,간호학과,0.3373096170846272,0.30860669992418394,3.25,2.56155,0.68845
D08,조선해양공학과,D14,경제학과,0.3299144395369291,0.30860669992418394,4.25,2.93,1.3199999999999998
D19,식품영양학과,D22,사학과,0.32824397594488736,0.3142696805273545,3.65,3.5,0.1499999999999999
D18,디자인학과,D19,식품영양학과,0.30999370331685144,0.298142396999972,3.705,3.65,0.05500000000000016
D15,생명과학과,D18,디자인학과,0.29226486632063514,0.2760262237369417,3.395,3.705,0.31000000000000005
D15,생명과학과,D22,사학과,0.27078746481997445,0.2909571869813231,3.395,3.5,0.10499999999999998
D14,경제학과,D22,사학과,0.26318067798390765,0.25197631533948484,2.93,3.5,0.5699999999999998
D22,사학과,D24,컴퓨터공학과,0.20759971844307282,0.17213259316477408,3.5,3.145,0.355
D08,조선해양공학과,D16,미디어커뮤니케이션학과,0.2002504697287036,0.18731716231633888,4.25,2.77,1.48
D03,심리학과,D08,조선해양공학과,0.18516401995451032,0.21821789023599247,3.25,4.25,1.0
D22,사학과,D23,응용통계학과,0.17978662999019793,0.17213259316477408,3.5,2.73,0.77
D09,의예과,D22,사학과,0.17978662999019793,0.17213259316477408,1.28,3.5,2.2199999999999998
D12,약학과,D22,사학과,0.17978662999019793,0.17213259316477408,1.32,3.5,2.1799999999999997
D04,기계공학과,D22,사학과,0.17407765595569785,0.16666666666666666,3.2,3.5,0.2999999999999998
D10,수학과,D22,사학과,0.1714198257421934,0.15713484026367724,2.665,3.5,0.835
D09,의예과,D18,디자인학과,0.16979054399120358,0.16329931618554525,1.28,3.705,2.425
D12,약학과,D18,디자인학과,0.16979054399120358,0.16329931618554525,1.32,3.705,2.385
D18,디자인학과,D21,전기전자공학과,0.1670295381318647,0.15339299776947413,3.705,3.335,0.3700000000000001
D04,기계공학과,D18,디자인학과,0.1643989873053573,0.158113883008419,3.2,3.705,0.5049999999999999
D07,신소재공학과,D22,사학과,0.1597446127661744,0.15294382258037453,2.84,3.5,0.6600000000000001
D07,신소재공학과,D18,디자인학과,0.15086285728094287,0.1450952500220024,2.84,3.705,0.8650000000000002
